good,"Ja_ender, Sa_enderson,Mar_'Hare"
good,"Pau_ibbitt,Ken_sborneMerriwethe_illiams "
good,"Pau_ibbitt, Ken_sborne,Jo_iss "
good,"C.H. Greenblatt, Kaz,Mar_'Hare"
good,"Pau_ibbitt, Ken_sborne,Merriwethe_illiams"
good,"C.H. Greenblatt, Kaz,Merriwethe_illiams"
good,"Pau_ibbitt, Ken_sborne,Mar_'Hare"
good,"Ja_ender, Sa_enderson,Merriwethe_illiams"
good,"Pau_ibbitt, Ken_sborne,Merriwethe_illiams"
good,"Ja_ender, Sa_enderson,Merriwethe_illiams"
good,"Pau_ibbitt, Ken_sborne,Merriwethe_illiamsJa_ender,Sa_enderson "
good,"Pau_ibbitt, Ken_sborne, C.H. Greenblatt,Merriwethe_illiams"
good,"Pau_ibbitt, Ken_sborne,Merriwethe_illiams"
good,"C.H. Greenblatt,Pau_ibbitt"
good,"Mik_ell,Pau_ibbitt"
good,"Mik_ell,Ti_ill"
good,"Ti_ill, Mik_itchell,Vincen_aller"
good,"Aaro_pringer,Pau_ibbitt"
good,"Kyl_cCulloch, Aaro_pringer,Vincen_aller"
good,Mik_ell
good,"Zeu_ervas, Eri_iese,Ti_ill"
good,"Luk_rookshier, To_ing,Steve_anks"
good,"Zeu_ervas, Eri_iese,Ti_ill"
good,"To_ing, Luk_rookshier,Ti_ill"
good,"Case_lexer, Chri_itchell,Pau_ibbitt"
good,"Case_lexer, Chri_itchell,Ti_ill"
good,"Zeu_ervas, Eri_iese,Steve_anks"
good,"Luk_rookshier, To_ing,Steve_anks"
good,"Case_lexer, Chri_itchell,Ti_ill"
good,"Zeu_ervas, Eri_iese,Ti_ill"
good,"Luk_rookshier, To_ing,Steve_anks"
bad,"Luk_rookshier, To_ing,Pau_ibbitt"
bad,"Case_lexer, Chri_itchell,Steve_anks"
bad,"Zeu_ervas, Eri_iese,Steve_anks"
bad,"Luk_rookshier, To_ing,Steve_anks"
good,"Zeu_ervas, Eri_iese,Steve_anks"
good,"Case_lexer, Chri_itchell,Steve_anks"
bad,"Case_lexer, Chri_itchell,Dan_ichaeli"
bad,"Luk_rookshier, To_ing,Dan_ichaeli"
bad,"Luk_rookshier, To_ing,Dan_ichaeli"
bad,"Case_lexer, Chri_itchell,Steve_anks"
bad,"Zeu_ervas, Eri_iese,Steve_anks"
bad,"Case_lexer, Chri_itchell,Steve_anks"
bad,"Luk_rookshier, To_ing,Steve_anks"
bad,"Zeu_ervas, Eri_iese,Dan_ichaeli"
good,"Luk_rookshier, To_ing,Steve_anks"
good,"Zeu_ervas, Eri_iese,Dan_ichaeli"
bad,"Luk_rookshier, To_ing,Steve_anks"
bad,"Case_lexer, Chri_itchell,Dan_ichaeli"
bad,"Nat_ash, Tuc_ucker,Steve_anks"
bad,"Zeu_ervas, Eri_iese,Dan_ichaeli"
good,"Case_lexer, Zeu_ervas, Mik_itchell, Steve_anks,Ti_ill"
bad,"Luk_rookshier, To_ing, Steve_anks,Dan_ichaeli"
bad,"Case_lexer, Chri_itchell,Steve_anks"
bad,"Nat_ash,Steve_anks"
bad,"Nat_ash, Tuc_ucker,Steve_anks"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Luk_rookshier, To_ing,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Dan_ichaeli "
good,"Nat_ash, Tuc_ucker,Richar_ursel"
good,"Luk_rookshier, To_ing,Eri_haw"
good,"Luk_rookshier, To_ing,Steve_anks"
good,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Eri_haw"
bad,"Nat_ash, Tuc_ucker,Richar_ursel"
bad,"Luk_rookshier, To_ing,Dan_ichaeli"
bad,"Luk_rookshier,Richar_ursel"
bad,"Nat_ash, Tuc_ucker,Richar_ursel"
good,"Aaro_pringer,Eri_haw"
good,"Luk_rookshier, To_ing,Steve_anks"
bad,"Case_lexer, Zeu_ervas,Steve_anks"
bad,"Nat_ash,Dan_ichaeli"
bad,"Tuc_ucker,Eri_haw"
bad,"Luk_rookshier, To_ing,Dan_ichaeli"
bad,"Nat_ash, Tuc_ucker,Richar_ursel"
bad,"Case_lexer, Zeu_ervas, Steve_anks,Dan_ichaeli"
bad,"Case_lexer,Dan_ichaeli"
bad,"Zeu_ervas,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Gre_iller, Aaro_pringer,Eri_haw"
bad,"Nat_ash, Tuc_ucker,Eri_haw"
good,"Chri_eccardi, Aaro_pringer,Dan_ichaeli"
good,"Luk_rookshier, Nat_ash,Dan_ichaeli"
bad,"Luk_rookshier, To_ing, Steve_anks,Richar_ursel"
bad,"Chri_eccardi, Aaro_pringer,Richar_ursel"
bad,"Luk_rookshier, Nat_ash,Eri_haw"
bad,"Case_lexer, Zeu_ervas,Steve_anks"
bad,"Charli_ean, Aaro_pringer,Steve_anks"
bad,"Case_lexer, Zeu_ervas, Richar_ursel"
bad,"Aaro_pringer,Steve_anks"
bad,"Luk_rookshier, Nat_ash,Eri_haw"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Luk_rookshier, Nat_ash,Eri_haw"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Luk_rookshier, Nat_ash,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Luk_rookshier, Nat_ash,Steve_anks"
bad,"Nat_ash, Sea_harmatz,Steve_anks"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Chri_eccardi,Dan_ichaeli"
bad,"Luk_rookshier, Nat_ash,Richar_ursel"
bad,"Luk_rookshier, Nat_ash,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Eri_haw"
bad,"Case_lexer, Zeu_ervas,Dan_ichaeli"
bad,"Aaro_pringer,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"To_ing,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Dan_ichaeli"
good,"Aaro_pringer, Pau_ibbitt,Steve_anks"
bad,"Aaro_pringer,Dere_versen"
bad,"Aaro_pringer,Richar_ursel"
bad,"Nat_ash, Sea_harmatz,Dere_versen"
bad,"Luk_rookshier, Nat_ash,Steve_anks"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Dan_ichaeli"
bad,"Luk_rookshier, Nat_ash,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Luk_rookshier, Nat_ash,Steve_anks"
bad,"Luk_rookshier, Nat_ash,Dere_versen"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Aaro_pringer,Richar_ursel"
bad,"Aaro_pringer,Richar_ursel"
bad,"Luk_rookshier, Nat_ash,Dere_versen"
bad,"Case_lexender, Zeu_ervas,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Dan_ichaeli"
bad,"Luk_rookshier, Nat_ash,Dan_ichaeli"
good,"Case_lexer, Zeu_ervas,Dan_ichaeli"
good,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Sea_harmatz,Dan_ichaeli"
bad,"Luk_rookshier, Nat_ash,Richar_ursel"
bad,"Luk_rookshier, Nat_ash, Steve_anks,Pau_ibbitt"
bad,"Aaro_pringer,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Case_lexer, Zeu_ervas, Aaro_pringer, Steve_anks,Pau_ibbitt"
bad,"Luk_rookshier, Nat_ash,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Aaro_pringer,Richar_ursel"
bad,"Zeu_ervas, Sea_harmatz,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Dan_ichaeli"
bad,"Luk_rookshier, Nat_ash,Mr. Lawrence"
bad,"Aaro_pringer,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Luk_rookshier, Nat_ash,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Luk_rookshier, Nat_ash,Steve_anks"
bad,"Luk_rookshier, Nat_ash,Mr. Lawrence"
good,"Luk_rookshier, Nat_ash,Mr. Lawrence"
good,"Case_lexer, Zeu_ervas,Dan_ichaeli"
bad,"Aaro_pringer, Steve_anks,Dere_versen"
good,"Case_lexer, Zeu_ervas,Dan_ichaeli"
good,"Case_lexer, Zeu_ervas,Dan_ichaeli"
bad,"Aaro_pringer,Steve_anks"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Luk_rookshier, Nat_ash,Steve_anks"
bad,"Luk_rookshier, Nat_ash,Richar_ursel"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Dan_ichaeli"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Luk_rookshier, Nat_ash,Dan_ichaeli"
bad,"Aaro_pringer,Richar_ursel"
bad,"Luk_rookshier, Nat_ash,Mr. Lawrence"
bad,"Aaro_pringer,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Case_lexer, Zeu_ervas, Steve_anks,Dan_ichaeli"
bad,"Luk_rookshier, Nat_ash,Mr. Lawrence"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Nat_ash, Sea_harmatz,Mr. Lawrence"
bad,"Aaro_pringer, Sea_harmatz,Richar_ursel"
bad,"Luk_rookshier, Nat_ash,Mr. Lawrence"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Aaro_pringer,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Steve_anks"
bad,"Luk_rookshier, Nat_ash,Richar_ursel"
bad,"Luk_rookshier, Nat_ash,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Dan_ichaeli"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Aaro_pringer,Dere_versen"
bad,"Case_lexer, Zeu_ervas, Sea_harmatz,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Luk_rookshier, Nat_ash,Mr. Lawrence"
bad,"Luk_rookshier, Nat_ash,Dan_ichaeli"
bad,"Luk_rookshier, Nat_ash,Mr. Lawrence"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Aaro_pringer,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Steve_anks"
bad,"Luk_rookshier, Nat_ash,Mr. Lawrence"
good,"Case_lexer, Zeu_ervas, Dere_versen, Dan_ichaeli,Richar_ursel"
bad,"Aaro_pringer, Sea_harmatz,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Dan_ichaeli"
bad,"Aaro_pringer,Mr. Lawrence"
bad,"Luk_rookshier, Nat_ash,Dere_versen"
bad,"Aaro_pringer, Sea_harmatz,Dere_versen"
bad,"Luk_rookshier, Nat_ash, Sea_harmatz,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Sea_harmatz, Vincen_aller, Steve_anks"
bad,"Luk_rookshier, Mar_eccarelli, Sea_harmatz,Steve_anks"
bad,"Luk_rookshier, Mar_eccarelli,Dere_versen"
good,"Case_lexer, Zeu_ervas, Sea_harmatz,Richar_ursel"
good,"Luk_rookshier, Mar_ecarrelli,Dere_versen"
bad,"Aaro_pringer, Andre_oodman,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Aaro_pringer, Sea_harmatz,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Luk_rookshier, Mar_eccarelli,Dere_versen"
bad,"Case_lexer, Zeu_ervas, Dere_versen,Andre_oodman"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Luk_rookshier, Mar_eccarelli,Mr. Lawrence"
bad,"Sea_harmatz, Vincen_aller,Pau_ibbitt"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Luk_rookshier, Mar_eccarelli,Dan_ichaeli"
bad,"Luk_rookshier, Mar_eccarelli,Mr. Lawrence"
bad,"Case_lexer, Zeu_ervas,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Aaro_pringer,Dere_versen"
bad,"Luk_rookshier, Mar_eccarelli,Dere_versen"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Luk_rookshier, Mar_eccarelli,Steve_anks"
bad,"Luk_rookshier, Mar_eccarelli, Dere_versen,Mr. Lawrence"
bad,"Aaro_pringer,Dan_ichaeli"
bad,"Case_lexer, Zeu_ervas,Richar_ursel"
bad,"Luk_rookshier, Mar_eccarelli,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Aaro_pringer, Sea_harmatz,Dan_ichaeli"
bad,"Luk_rookshier, Mar_eccarelli,Dere_versen"
bad,"Luk_rookshier, Mar_eccarelli,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Dere_versen"
bad,"Mar_eccarelli,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Luk_rookshier, Mar_eccarelli,Dere_versen"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Mar_eccarelli, Luk_rookshier,Mr. Lawrence"
bad,"Case_lexer, Zeu_ervas, Blak_emons,Dere_versen"
good,"Mar_eccarelli, Luk_rookshier,Mr. Lawrence"
good,"Case_lexer, Zeu_ervas, Blak_emons,Andre_oodman"
bad,"Mar_eccarelli, Luk_rookshier, Dere_versen,Mr. Lawrence"
good,"Case_lexer, Zeu_ervas, Blak_emons,Dere_versen"
good,"Mar_eccarelli, Luk_rookshier,Mr. Lawrence"
good,"Mar_eccarelli, Luk_rookshier,Mr. Lawrence"
good,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Case_lexer, Zeu_ervas, Blak_emons,Mr. Lawrence"
bad,"Case_lexer, Zeu_ervas,Mr. Lawrence"
bad,"Mar_eccarelli, Luk_rookshier,Mr. Lawrence"
good,Jac_endarvis
good,Jac_endarvis
good,"Kyl_cCulloch,Jac_endarvis"
good,Jac_endarvis
good,"Kyl_cCulloch,Jac_endarvis"
good,Jac_endarvis
good,Kyl_cCulloch
good,"Kyl_cCulloch,Jac_endarvis"
good,Kyl_cCulloch
good,"Kaz,Dere_versen"
good,Kaz
good,Jac_endarvis
good,"Kyl_cCulloch,Jac_endarvis"
good,"Jos_ndrosky,Danie_ominguez"
good,Clar_'Kane
good,Kyl_cCulloch
good,Solomo_eorgio
good,Kaz
good,"Kyl_cCulloch,Kaz"
good,Mr. Lawrence
good,Kyl_cCulloch
good,Andre_oodman
good,Jac_endarvis
good,"Danie_ominguez,Jos_ndrosky"
good,Clar_'Kane
good,Kaz
good,Kaz
good,Kaz
good,Kyl_cCulloch
good,Mr. Lawrence
good,Kaz
good,Be_ruber
good,Andre_oodman
good,Mr. Lawrence
good,Richar_ursel
good,Kaz
good,Be_ruber
good,Kaz
good,Be_ruber
good,Kaz
good,Andre_oodman
good,Mr. Lawrence
good,Be_ruber
good,Mr. Lawrence
good,Andre_oodman
good,Kaz
good,Dan_ichaeli
bad,Kaz
bad,Be_ruber
good,Mr. Lawrence
good,"Bria_orante,Mr. Lawrence"
good,Mr. Lawrence
good,Be_ruber
good,Andre_oodman
good,Andre_oodman
good,Kaz
good,Kaz
good,Kaz
good,Be_ruber
good,Mr. Lawrence
good,Mr. Lawrence
good,Andre_oodman
good,"Chri_llison, Rya_ramer,Kaz"
good,Be_ruber
bad,Be_ruber
bad,Mr. Lawrence
good,Andre_oodman
good,Luk_rookshier
bad,Be_ruber
bad,Kaz
bad,Luk_rookshier
bad,Mr. Lawrence
good,Kaz
good,Kaz
bad,Andre_oodman
bad,Mr. Lawrence
good,Luk_rookshier
good,Mr. Lawrence
bad,Kaz
bad,Luk_rookshier
bad,Mr. Lawrence
bad,Kaz
good,Kaz
good,Zeu_ervas
good,Andre_oodman
good,Kaz
bad,Mr. Lawrence
bad,Kaz
bad,Luk_rookshier
bad,Mr. Lawrence
bad,Kaz
bad,Kaz
good,Kaz
good,Andre_oodman
good,Kaz
bad,Andre_oodman
bad,Luk_rookshier
bad,"Andre_oodman,Joh_rabbic"
bad,Mr. Lawrence
good,"Kaz 
 Zeu_ervas"
good,Fre_smond
bad,Luk_rookshier
bad,Andre_oodman
bad,Kaz
bad,Kaz
bad,Andre_oodman
bad,Luk_rookshier
bad,Luk_rookshier
bad,Kaz
good,Kaz
good,Mr. Lawrence
good,Mr. Lawrence
good,Kaz
good,Luk_rookshier
good,Luk_rookshier
good,Be_ruber
good,Be_ruber
good,TBA
good,Andre_oodman
